timestamp,hodl,daily
1539471600.0,5000.0,5000.0
1539475200.0,4912.219223485964,4912.219223485965
1539478800.0,4925.664010534696,4925.664010534697
1539482400.0,4939.1997633073415,4939.1997633073415
1539486000.0,5045.0929983625565,5045.092998362556
1539489600.0,5027.408909583166,5027.408909583166
1539493200.0,5019.315114298271,5019.31511429827
1539496800.0,5045.669533323173,5045.669533323173
1539500400.0,5067.803106576125,5067.803106576126
1539504000.0,5020.895522579863,5020.895522579864
1539507600.0,4999.277690024786,4999.277690024786
1539511200.0,5017.517983378056,5017.517983378056
1539514800.0,4972.157325713932,4972.157325713933
1539518400.0,4953.18034154729,4953.18034154729
1539522000.0,4904.535177145837,4904.535177145837
1539525600.0,4981.648000453602,4981.648000453602
1539529200.0,4980.228334805295,4980.228334805295
1539532800.0,4970.816635722581,4970.81663572258
1539536400.0,5004.300894057427,5004.300894057427
1539540000.0,4969.331401190271,4969.33140119027
1539543600.0,4936.594824864959,4936.594824864959
1539547200.0,4953.1525592366725,4953.1525592366725
1539550800.0,4945.40812862258,4945.408128622581
1539554400.0,4929.3432656139485,4929.343265613949
1539558000.0,4912.577260361208,4912.577260361208
1539561600.0,4915.869565641979,4915.869565641979
1539565200.0,4882.848089487275,4882.848089487275
1539568800.0,4853.788608951105,4853.788608951105
1539572400.0,4919.140565994608,4919.140565994608
1539576000.0,4896.041234413579,4896.041234413578
1539579600.0,4866.607969456702,4866.607969456702
1539583200.0,4846.610639692377,4846.610639692377
1539586800.0,4835.738338789218,4835.738338789217
1539590400.0,4873.356829683353,4873.356829683353
1539594000.0,4880.690873245435,4880.690873245435
1539597600.0,4893.861809019403,4893.861809019404
1539601200.0,4937.090162016237,4937.090162016237
1539604800.0,4905.0095664337005,4905.0095664337005
1539608400.0,4893.820326995144,4893.820326995144
1539612000.0,4876.79177710824,4876.79177710824
1539615600.0,4902.501193525942,4902.501193525942
1539619200.0,4936.120525541683,4936.120525541683
1539622800.0,4937.138844283365,4937.138844283365
1539626400.0,4925.453432881239,4925.453432881238
1539630000.0,4923.85305777286,4923.85305777286
1539633600.0,4976.953126881895,4976.953126881895
1539637200.0,4946.406803740718,4946.406803740718
1539640800.0,4953.429820110875,4953.429820110875
1539644400.0,4974.4066494199715,4974.406649419972
1539648000.0,5001.345314802664,5001.345314802664
1539651600.0,4971.124329146079,4971.124329146078
1539655200.0,4962.392152012427,4962.392152012427
1539658800.0,4974.639896102929,4974.639896102929
1539662400.0,5019.874236582047,5019.874236582047
1539666000.0,5018.284163130713,5018.284163130713
1539669600.0,5045.67404049888,5045.67404049888
1539673200.0,5039.366191575402,5039.366191575402
1539676800.0,5075.0498877968275,5075.0498877968275
1539680400.0,5111.470347153844,5111.470347153844
1539684000.0,5089.703944807028,5089.703944807028
1539687600.0,5059.999032645877,5059.999032645877
1539691200.0,5045.302051002007,5045.302051002007
1539694800.0,5073.234596410749,5073.23459641075
1539698400.0,5022.272926627412,5022.272926627412
1539702000.0,5037.2633293251765,5037.2633293251765
1539705600.0,5057.488370929099,5057.488370929099
1539709200.0,5047.706990175018,5047.706990175018
1539712800.0,5069.511219272601,5069.511219272601
1539716400.0,5058.644346168537,5058.644346168538
1539720000.0,5072.075819457209,5072.075819457209
1539723600.0,5066.0627142658905,5066.0627142658905
1539727200.0,5107.964052052832,5107.964052052832
1539730800.0,5081.636283397559,5081.636283397559
1539734400.0,5008.073361431222,5008.073361431221
1539738000.0,5020.921008086345,5020.921008086345
1539741600.0,5010.478886279008,5010.478886279008
1539745200.0,5053.102764074767,5053.102764074767
1539748800.0,5000.754693946759,5000.754693946759
1539752400.0,4924.381628862403,4924.381628862403
1539756000.0,4868.897217612255,4868.897217612255
1539759600.0,4909.160451443263,4909.160451443262
1539763200.0,4873.869647854197,4873.869647854197
1539766800.0,4777.406360479865,4777.406360479865
1539770400.0,4742.371614540762,4742.371614540762
1539774000.0,4747.916429608464,4747.916429608464
1539777600.0,4647.318103977827,4647.3181039778265
1539781200.0,4549.209105354668,4549.209105354667
1539784800.0,4679.03637380305,4679.03637380305
1539788400.0,4635.593083059735,4635.593083059735
1539792000.0,4615.739359575385,4615.739359575385
1539795600.0,4561.917769335148,4561.917769335148
1539799200.0,4573.373889021921,4573.373889021921
1539802800.0,4656.743697488112,4656.743697488112
1539806400.0,4620.154396576316,4620.154396576316
1539810000.0,4589.821828789933,4589.821828789933
1539813600.0,4508.952580516413,4508.952580516412
1539817200.0,4595.1792655884165,4593.700978255565
1539820800.0,4540.425580982976,4537.784823808683
1539824400.0,4540.501295429865,4537.85456664513
1539828000.0,4493.384537029379,4493.16565284323
1539831600.0,4481.885105209409,4481.681650294766
1539835200.0,4563.361509365392,4561.850890932978
1539838800.0,4555.030894398508,4554.183515058963
1539842400.0,4594.7663500000845,4594.005881606048
1539846000.0,4543.8591573923395,4542.543385995506
1539849600.0,4435.571114007205,4433.944692011594
1539853200.0,4395.929928641696,4390.727270060819
1539856800.0,4331.968394526963,4325.416821981125
1539860400.0,4205.069836143992,4206.182133512533
1539864000.0,4014.7563744225836,4011.810232856121
1539867600.0,4058.486733998951,4056.313900116627
1539871200.0,4150.948187330051,4148.015965609604
1539874800.0,4042.37911696795,4039.31174764905
1539878400.0,4111.489702422363,4109.185661217885
1539882000.0,4099.241153791025,4097.295529975495
1539885600.0,4341.881819246317,4341.17236408295
1539889200.0,4429.801254733686,4430.437928203599
1539892800.0,4318.219672232151,4322.341449320671
1539896400.0,4144.427581493066,4146.06403655869
1539900000.0,4200.6202539740825,4203.006334587723
1539903600.0,4171.893247854914,4173.369845910749
1539907200.0,4047.9737420046968,4048.6681751734695
1539910800.0,4093.0895701807017,4094.307291343649
1539914400.0,3976.3065116859057,3977.0057069969926
1539918000.0,4055.515673297361,4055.8422609000845
1539921600.0,3955.9905741173434,3955.3982602092115
1539925200.0,3912.56345175954,3912.805953816057
1539928800.0,4022.504519169265,4024.5137797255725
1539932400.0,4087.6818037881862,4089.015480686605
1539936000.0,4109.077511877141,4111.119760085831
1539939600.0,3981.319472624513,3981.403946397594
1539943200.0,4066.772312028241,4066.9168288232117
1539946800.0,4137.632085703177,4136.514729115272
1539950400.0,4221.710475586242,4220.092438290757
1539954000.0,4217.435939988546,4217.240072934667
1539957600.0,4176.851018101295,4177.8977817225805
1539961200.0,4088.8005077365856,4088.826642375703
1539964800.0,4182.24046302243,4183.274856840527
1539968400.0,4068.6257904023937,4069.9390392824234
1539972000.0,4076.648619083696,4077.2734309283287
1539975600.0,4116.570752030049,4116.964680172946
1539979200.0,4108.5746205956275,4109.007810742505
1539982800.0,4069.9041293607406,4070.4878944529078
1539986400.0,4055.8946290915187,4055.5513504122528
1539990000.0,4032.8427892147156,4033.456536526452
1539993600.0,4065.8251012754454,4066.2728031864017
1539997200.0,4094.240446336021,4094.4349875296184
1540000800.0,4121.43426583031,4121.199281662755
1540004400.0,4163.041927197557,4164.332981777919
1540008000.0,4154.421104612255,4155.759330576833
1540011600.0,4206.536481895562,4208.230138783209
1540015200.0,4177.866269380238,4180.327140533804
1540018800.0,4133.726336159256,4136.914856225625
1540022400.0,4116.80037697993,4119.328901823337
1540026000.0,4146.056324910409,4148.191530871383
1540029600.0,4119.032801196336,4120.781629730327
1540033200.0,4121.577088357668,4123.912362760482
1540036800.0,4125.100698468135,4127.407281899163
1540040400.0,4041.9287725479794,4044.2294063386007
1540044000.0,4075.1039033192856,4077.380416608195
1540047600.0,4063.7046160320924,4065.6324425256075
1540051200.0,4023.0343825447226,4024.4426761539153
1540054800.0,4016.6537819668024,4017.325631334422
1540058400.0,4046.156116057313,4047.015426375428
1540062000.0,4032.8125080161417,4034.0906156160254
1540065600.0,4013.8998094400167,4015.5827756716785
1540069200.0,4048.065050185589,4049.658877036007
1540072800.0,4020.943002061907,4022.5767698516697
1540076400.0,3986.153896330945,3986.790521684633
1540080000.0,3990.121215290861,3991.266908412209
1540083600.0,4008.639769694816,4010.2121428283335
1540087200.0,4004.038795411981,4004.8919451469274
1540090800.0,3839.0620043740364,3837.67573685669
1540094400.0,3864.824858312336,3863.494150172439
1540098000.0,3751.034583306418,3749.1068973146903
